error	AC147602.5_FG004
error	AC148152.3_FG001
error	AC148152.3_FG005
error	AC148152.3_FG006
error	AC148152.3_FG008
AC148167.6_FG001	Sb02g004800	Si029611m.g	LOC_Os07g08790	Bradi1g55170	none
GRMZM2G132607	Sb07g027900	Si013852m.g	none	none	none
GRMZM2G132614	none	none	none	none	none
GRMZM2G132623	Sb07g027890	Si014663m.g	LOC_Os08g39500	Bradi3g39870	none
GRMZM2G132625	none	none	none	none	none
GRMZM2G132628	Sb10g030430	Si006351m.g	LOC_Os06g50860	Bradi1g29960	none
GRMZM2G132632	Sb04g008070	Si019145m.g	none	none	none
GRMZM2G132633	none	none	LOC_Os05g22670	Bradi2g31100	none
GRMZM2G132644	Sb10g030450	Si006317m.g	LOC_Os06g50880	Bradi1g29980	none
GRMZM2G132647	none	none	none	none	none
GRMZM2G132653	Sb04g009824	Si016537m.g	LOC_Os02g16600	Bradi3g09830	none
GRMZM2G132655	none	none	none	none	none
GRMZM2G132663	Sb09g023580	Si021593m.g	LOC_Os05g40220	Bradi2g22170	none
GRMZM2G132667	Sb07g026800	Si015521m.g	none	Bradi3g40650	none
GRMZM2G132671	none	none	none	none	none
GRMZM2G132678	Sb03g006970	none	none	none	none
GRMZM2G132682	Sb04g025000	Si018554m.g	LOC_Os02g38410	Bradi3g47820	none
GRMZM2G132686	Sb03g028460	Si000503m.g	LOC_Os01g43580	Bradi2g44040	none
GRMZM2G132690	Sb01g030730	none	LOC_Os10g38870	Bradi3g31920	none
GRMZM2G132693	Sb03g007270	Si002412m.g	LOC_Os01g03890	none	none
GRMZM2G132704	Sb07g027880	Si013352m.g	LOC_Os08g39490	Bradi3g39880	none
GRMZM2G132706	Sb04g023930	Si016991m.g	LOC_Os02g36840	Bradi3g46870	none
GRMZM2G132712	Sb07g026810	Si013162m.g	LOC_Os08g40530	Bradi3g40640	none
GRMZM2G132748	Sb07g027870	Si014977m.g	LOC_Os08g39480	none	none
GRMZM2G132751	Sb10g020970	Si007930m.g	LOC_Os06g34390	Bradi3g09430	none
GRMZM2G132753	Sb02g038260	Si030472m.g	LOC_Os07g40470	Bradi1g22740	none
GRMZM2G132756	Sb06g024680	Si012008m.g	LOC_Os04g46670	Bradi5g17800	none
GRMZM2G132759	Sb09g023560	Si023551m.g	none	Bradi2g22200	none
GRMZM2G132763	Sb07g027920	none	none	none	none
GRMZM2G132774	Sb06g024670	Si010990m.g	LOC_Os04g46660	Bradi5g17790	none
GRMZM2G132777	Sb06g024550	Si010534m.g	LOC_Os04g46460	Bradi5g17650	none
GRMZM2G132780	Sb07g026820	Si013401m.g	LOC_Os08g40560	Bradi3g40630	none
GRMZM2G132794	Sb01g031720	Si034653m.g	LOC_Os03g31880	none	gras
GRMZM2G132796	Sb03g008320	Si000631m.g	LOC_Os01g02090	Bradi2g00980	none
GRMZM2G132804	Sb03g011260	Si001486m.g	LOC_Os01g17180	Bradi2g10780	none
GRMZM2G132810	Sb02g038274	Si028729m.g	LOC_Os07g40510	Bradi1g22717	none
GRMZM2G132811	Sb03g008330	Si004113m.g	LOC_Os01g02080	Bradi2g00950	none
GRMZM2G132847	Sb10g014230	Si005682m.g	LOC_Os06g29430	Bradi1g42340	none
GRMZM2G132854	Sb04g004420	Si018240m.g	LOC_Os02g06890	Bradi3g04900	none
GRMZM2G132857	Sb07g020335	Si013306m.g	LOC_Os08g32100	Bradi3g35870	none
GRMZM2G132862	none	Si018807m.g	LOC_Os02g06850	Bradi3g04870	none
GRMZM2G132866	Sb04g004400	Si017391m.g	LOC_Os02g06840	Bradi3g04860	none
GRMZM2G132868	Sb09g021580	none	LOC_Os05g36160	Bradi2g24120	none
GRMZM2G132875	Sb06g018120	Si010558m.g	LOC_Os04g37490	Bradi5g11630	none
GRMZM2G132880	Sb05g003200	Si012777m.g	LOC_Os11g05470	Bradi4g42400	none
GRMZM2G132882	none	none	none	none	none
GRMZM2G132898	Sb01g027830	Si040766m.g	LOC_Os10g42790	Bradi3g34524	none
GRMZM2G132903	Sb03g013790	Si000465m.g	LOC_Os01g24680	none	? enoyl-coa hydratase
GRMZM2G132913	Sb03g010000	Si004744m.g	none	Bradi2g09407	none
GRMZM2G132929	Sb09g029400	none	none	none	none
GRMZM2G132936	Sb03g009130	Si000302m.g	LOC_Os01g01150	Bradi2g03701	none
GRMZM2G132944	Sb03g009990	Si004168m.g	LOC_Os01g15520	Bradi2g09420	none
GRMZM2G132956	Sb05g003220	Si011726m.g	none	Bradi4g42330	none
GRMZM2G132958	Sb01g010490	Si036415m.g	LOC_Os03g50210	Bradi1g11250	none
GRMZM2G132966	none	none	none	none	none
GRMZM2G132968	Sb05g004130	Si026478m.g	LOC_Os11g06750	none	none
GRMZM2G132971	Sb01g005250	Si036486m.g	LOC_Os03g58160	Bradi1g05550	none
GRMZM2G132978	Sb03g036220	Si002987m.g	LOC_Os01g56890	Bradi2g51610	none
GRMZM2G132991	Sb03g036240	Si000137m.g	LOC_Os01g56910	Bradi2g51620	none
GRMZM2G132994	Sb06g020050	none	none	none	none
GRMZM2G132995	Sb09g017220	none	none	none	none
GRMZM2G133006	Sb09g017210	none	none	none	none
GRMZM2G133012	Sb06g022970	Si010278m.g	LOC_Os04g44290	Bradi5g16140	none
GRMZM2G133016	Sb06g019990	Si010459m.g	LOC_Os04g40030	Bradi5g13340	none
GRMZM2G133018	Sb06g025230	Si011105m.g	LOC_Os04g47310	Bradi5g18260	none
GRMZM2G133021	Sb09g020390	Si022141m.g	none	none	none
GRMZM2G133023	Sb01g005240	Si037194m.g	LOC_Os03g58170	Bradi1g05540	none
GRMZM2G133028	Sb03g010220	Si002657m.g	LOC_Os01g15790	Bradi2g09637	none
GRMZM2G133029	Sb03g036250	Si001064m.g	LOC_Os01g56930	Bradi2g51630	none
GRMZM2G133032	Sb09g017190	Si024951m.g	LOC_Os05g28780	Bradi2g28130	none
GRMZM2G133048	Sb04g003380	Si016778m.g	LOC_Os02g05320	Bradi3g03700	none
GRMZM2G133050	Sb10g011040	Si007161m.g	LOC_Os06g19640	Bradi1g43120	none
GRMZM2G133053	Sb02g027510	none	LOC_Os09g30010	Bradi4g33040	none
GRMZM2G133055	none	none	none	none	none
GRMZM2G133057	Sb02g027980	Si029995m.g	LOC_Os09g30411	Bradi4g33395	none
GRMZM2G133067	Sb06g019800	Si011023m.g	LOC_Os04g39700	none	none
GRMZM2G133070	none	none	none	none	none
GRMZM2G133077	none	none	none	none	none
GRMZM2G133082	Sb09g020370	Si022815m.g	LOC_Os05g34180	Bradi2g25360	isopentenyl pyrophosphate isomerase
GRMZM2G133095	none	Si023236m.g	LOC_Os05g31970	Bradi2g26817	none
error	GRMZM2G133097
GRMZM2G133113	none	none	none	none	none
GRMZM2G133121	Sb03g002690	Si005011m.g	LOC_Os01g10280	Bradi2g06160	none
GRMZM2G133129	none	none	none	none	none
GRMZM2G133146	Sb04g031410	Si018565m.g	LOC_Os02g46360	Bradi3g52060	none
GRMZM2G133168	Sb03g002630	Si002749m.g	LOC_Os01g10370	Bradi2g06180	none
GRMZM2G133169	Sb01g009740	Si034954m.g	LOC_Os03g51330	Bradi1g10330	none
GRMZM2G133173	Sb03g043460	Si000523m.g	LOC_Os01g68324	Bradi2g58370	none
GRMZM2G133175	Sb03g036290	Si004436m.g	LOC_Os01g57004	Bradi2g51675	none
GRMZM2G133189	Sb03g037880	Si002852m.g	LOC_Os01g59950	Bradi2g53190	none
GRMZM2G133198	Sb01g009700	Si040383m.g	LOC_Os03g51390	Bradi1g10290	none
GRMZM2G133203	Sb04g025950	Si018617m.g	LOC_Os02g40040	Bradi3g48690	none
GRMZM2G133213	Sb03g037870	Si002501m.g	LOC_Os01g59930	Bradi2g53180	none
GRMZM2G133226	Sb04g025940	Si017668m.g	LOC_Os02g40030	Bradi3g48680	none
GRMZM2G133233	none	none	none	none	none
GRMZM2G133249	Sb03g036360	Si000181m.g	LOC_Os01g57073	Bradi2g51710	none
GRMZM2G133262	none	Si006714m.g	none	none	none
GRMZM2G133275	Sb02g041630	Si032185m.g	LOC_Os07g46360	Bradi1g19200	none
GRMZM2G133282	Sb02g031110	Si033376m.g	LOC_Os09g36550	Bradi4g36390	none
GRMZM2G133291	Sb03g040750	Si003007m.g	none	Bradi2g55820	none
GRMZM2G133308	Sb04g005430	Si016235m.g	LOC_Os02g08360	Bradi3g05977	none
GRMZM2G133311	Sb03g040760	Si002698m.g	LOC_Os01g64410	Bradi2g55870	none
GRMZM2G133314	none	Si002469m.g	LOC_Os01g10790	Bradi2g06440	none
GRMZM2G133322	Sb01g035490	Si038941m.g	LOC_Os03g22590	Bradi1g62570	sweet
GRMZM2G133331	Sb10g009592	Si006667m.g	LOC_Os06g15480	Bradi1g43900	bzip protein
GRMZM2G133358	Sb02g041600	Si030848m.g	LOC_Os07g46340	Bradi1g19240	none
GRMZM2G133359	Sb03g037860	Si001828m.g	LOC_Os01g59920	Bradi2g53170	none
GRMZM2G133370	none	none	none	none	none
GRMZM2G133382	none	none	none	none	none
GRMZM2G133392	none	none	none	none	none
GRMZM2G133394	Sb07g009580	Si015816m.g	LOC_Os08g16660	Bradi3g19360	none
GRMZM2G133396	Sb02g010610	Si029529m.g	LOC_Os07g26490	Bradi1g28820	none
GRMZM2G133398	Sb03g043480	Si000497m.g	LOC_Os01g68370	Bradi2g58390	vp1, dormancy regulatory protein
GRMZM2G133400	Sb02g041590	Si030736m.g	LOC_Os07g46330	Bradi1g19250	none
GRMZM2G133401	none	none	none	none	none
GRMZM2G133407	Sb01g002400	Si036456m.g	LOC_Os03g61360	Bradi1g03110	none
GRMZM2G133413	Sb07g023350	Si013976m.g	LOC_Os08g37390	Bradi3g38417	none
GRMZM2G133421	Sb02g033510	Si030098m.g	LOC_Os07g30250	Bradi1g27356	none
GRMZM2G133428	Sb03g044140	Si001786m.g	LOC_Os01g69270	Bradi2g59090	none
GRMZM2G133430	none	none	none	none	none
GRMZM2G133434	Sb10g028480	Si006924m.g	LOC_Os06g48020	Bradi1g33730	none
GRMZM2G133444	Sb04g027100	Si016454m.g	LOC_Os02g42530	Bradi3g49747	none
GRMZM2G133454	none	none	none	none	none
GRMZM2G133464	Sb04g007570	Si017892m.g	LOC_Os02g12580	Bradi3g08090	none
GRMZM2G133475	Sb02g042860	Si030597m.g	LOC_Os07g48020	Bradi1g17840	none
GRMZM2G133481	Sb01g002400	Si036915m.g	LOC_Os03g61360	Bradi1g03120	none
GRMZM2G133483	Sb03g044140	Si001786m.g	LOC_Os01g69270	Bradi2g59090	none
GRMZM2G133512	Sb07g004600	Si013128m.g	LOC_Os08g07480	Bradi3g15852	none
GRMZM2G133529	Sb07g002700	Si013872m.g	LOC_Os08g04130	Bradi3g14420	none
GRMZM2G133552	Sb03g007120	none	LOC_Os01g04120	Bradi2g02190	none
GRMZM2G133555	Sb01g019780	Si035901m.g	LOC_Os10g32900	Bradi3g28290	none
GRMZM2G133558	none	none	none	none	none
GRMZM2G133566	Sb10g004600	Si006706m.g	LOC_Os06g07070	Bradi1g48271	none
GRMZM2G133568	none	Si019862m.g	LOC_Os02g36924	Bradi3g46920	none
GRMZM2G133573	Sb01g041890	Si038156m.g	LOC_Os03g12630	Bradi1g69030	none
GRMZM2G133577	none	none	none	none	none
GRMZM2G133588	Sb08g007280	Si024979m.g	LOC_Os12g12730	Bradi4g39900	none
GRMZM2G133613	Sb02g026360	Si030109m.g	LOC_Os09g27950	Bradi4g31890	none
GRMZM2G133620	Sb09g020170	Si024132m.g	LOC_Os05g33880	Bradi2g25507	none
GRMZM2G133621	Sb03g044210	Si000483m.g	LOC_Os01g69900	Bradi2g59150	none
GRMZM2G133624	Sb05g002890	Si026525m.g	LOC_Os11g05090	none	none
GRMZM2G133629	none	Si022790m.g	LOC_Os12g32284	Bradi4g06665	none
GRMZM2G133631	Sb09g006700	Si023264m.g	none	Bradi2g32250	none
GRMZM2G133633	Sb01g011790	Si034429m.g	LOC_Os03g48010	Bradi1g12290	none
GRMZM2G133646	Sb03g011920	Si000259m.g	LOC_Os01g18850	Bradi2g11240	sbp
GRMZM2G133652	Sb01g008720	Si035400m.g	LOC_Os03g52780	Bradi1g09327	none
GRMZM2G133653	Sb04g005610	Si019561m.g	LOC_Os02g08540	Bradi3g06160	none
GRMZM2G133657	none	none	none	none	none
GRMZM2G133660	none	none	none	none	none
GRMZM2G133669	none	none	none	none	none
GRMZM2G133675	Sb05g023730	Si026752m.g	LOC_Os11g38870	Bradi4g14190	none
GRMZM2G133684	Sb01g011780	Si037183m.g	LOC_Os03g48030	Bradi1g12280	none
GRMZM2G133698	Sb10g001120	Si006135m.g	LOC_Os06g02380	Bradi1g50270	none
GRMZM2G133716	Sb05g004620	Si025852m.g	LOC_Os11g07050	Bradi4g24400	none
GRMZM2G133718	Sb03g005370	Si001329m.g	LOC_Os01g06490	none	none
GRMZM2G133720	Sb03g001030	Si004115m.g	LOC_Os01g12770	Bradi2g07597	none
GRMZM2G133738	none	Si024848m.g	LOC_Os12g32290	Bradi4g06660	none
GRMZM2G133743	none	none	none	none	none
GRMZM2G133746	Sb04g005660	none	none	none	none
GRMZM2G133749	Sb01g008710	Si035807m.g	LOC_Os03g52794	Bradi1g09320	none
GRMZM2G133752	Sb04g038360	Si016064m.g	LOC_Os02g58410	Bradi3g60610	none
GRMZM2G133756	Sb05g023720	none	none	none	none
GRMZM2G133757	Sb05g007260	Si026646m.g	LOC_Os11g13694	Bradi4g21680	none
GRMZM2G133764	Sb04g038340	Si016529m.g	LOC_Os02g58390	Bradi3g60600	none
GRMZM2G133781	Sb05g023710	Si026714m.g	none	none	none
GRMZM2G133793	Sb08g022910	Si022848m.g	LOC_Os12g43890	Bradi4g00770	none
GRMZM2G133802	Sb03g011510	Si001456m.g	LOC_Os01g18050	Bradi2g10970	beta tubulin
GRMZM2G133806	Sb03g042310	Si002599m.g	LOC_Os01g66590	Bradi2g57380	ig1 lob domain protein
GRMZM2G133819	none	Si029967m.g	LOC_Os09g36820	Bradi4g36530	none
GRMZM2G133836	Sb02g026815	Si032992m.g	LOC_Os09g28740	Bradi4g32340	none
GRMZM2G133838	none	none	none	none	none
GRMZM2G133844	Sb03g046510	Si003147m.g	LOC_Os01g72950	Bradi2g61410	none
GRMZM2G133854	Sb06g023790	Si010180m.g	none	none	none
GRMZM2G133862	none	none	none	none	none
error	GRMZM2G133867
GRMZM2G133870	none	none	none	none	none
GRMZM2G133885	Sb03g046500	Si000634m.g	LOC_Os01g72940	Bradi2g61400	none
GRMZM2G133891	none	none	none	none	none
GRMZM2G133895	Sb01g021140	Si037068m.g	LOC_Os10g30280	Bradi3g27400	none
GRMZM2G133919	Sb04g038310	Si016410m.g	LOC_Os02g58340	Bradi3g60550	? oligopeptidase
GRMZM2G133926	Sb03g046480	Si001545m.g	LOC_Os01g72890	Bradi2g61380	none
GRMZM2G133937	Sb04g002060	none	none	none	none
GRMZM2G133941	Sb07g006890	none	none	Bradi3g18527	none
GRMZM2G133943	Sb01g031100	Si034036m.g	LOC_Os10g38060	Bradi3g31637	phospholipase d
GRMZM2G133952	Sb03g046470	Si000462m.g	LOC_Os01g72880	Bradi2g61370	none
GRMZM2G133958	Sb04g002070	Si017321m.g	LOC_Os02g03230	Bradi3g02410	none
GRMZM2G133959	Sb03g046460	Si002321m.g	LOC_Os01g72870	Bradi2g61360	none
GRMZM2G133966	Sb09g025790	Si021103m.g	LOC_Os05g44210	Bradi2g19640	none
GRMZM2G133968	none	none	none	none	none
error	GRMZM2G133969
GRMZM2G133972	Sb03g030635	Si004249m.g	LOC_Os01g47710	none	none
GRMZM2G133978	Sb01g035600	Si039487m.g	LOC_Os03g22440	Bradi1g62710	none
GRMZM2G133986	Sb01g035590	Si035768m.g	LOC_Os03g22450	Bradi1g62700	none
GRMZM2G133988	Sb04g002120	Si016949m.g	LOC_Os02g03260	Bradi3g02487	none
GRMZM2G133996	Sb07g028690	none	none	none	none
GRMZM2G134020	none	Si011403m.g	none	none	none
GRMZM2G134023	Sb04g031740	Si019529m.g	LOC_Os02g45780	Bradi3g51810	none
GRMZM2G134027	Sb05g025510	Si026045m.g	LOC_Os11g41990	Bradi4g12060	none
GRMZM2G134040	none	none	none	none	none
GRMZM2G134042	none	none	none	none	none
GRMZM2G134044	none	none	none	none	none
GRMZM2G134045	Sb01g028250	Si035275m.g	LOC_Os10g42420	Bradi3g34180	none
GRMZM2G134047	Sb02g035795	none	none	none	none
GRMZM2G134049	none	none	none	none	none
GRMZM2G134054	Sb01g001350	Si034687m.g	LOC_Os03g63074	Bradi1g01700	none
GRMZM2G134062	Sb10g001840	Si005968m.g	LOC_Os06g03860	Bradi1g49790	none
GRMZM2G134064	Sb01g035690	Si037969m.g	LOC_Os03g22360	Bradi1g62790	none
GRMZM2G134066	Sb07g002040	Si014122m.g	none	Bradi3g13960	none
GRMZM2G134067	Sb04g038290	none	LOC_Os02g58310	Bradi3g60517	none
GRMZM2G134072	none	none	none	none	none
GRMZM2G134073	Sb03g044440	none	LOC_Os01g70110	none	none
GRMZM2G134104	Sb04g027690	Si019311m.g	LOC_Os02g51640	Bradi3g59010	none
GRMZM2G134107	Sb01g035740	Si037349m.g	LOC_Os03g22340	Bradi1g62830	none
GRMZM2G134109	Sb01g035580	Si038212m.g	LOC_Os03g22460	Bradi1g62690	none
GRMZM2G134113	Sb03g012630	Si023500m.g	LOC_Os01g20730	Bradi2g11750	none
GRMZM2G134130	Sb07g002060	none	LOC_Os08g02630	Bradi3g13970	none
GRMZM2G134134	Sb07g002070	Si013827m.g	LOC_Os08g02640	Bradi3g13980	succinate dehydrogenase
GRMZM2G134149	Sb03g009290	Si002233m.g	none	none	none
GRMZM2G134156	Sb10g027900	Si006165m.g	LOC_Os06g47290	Bradi1g33280	none
GRMZM2G134162	Sb03g044470	Si000878m.g	LOC_Os01g70130	Bradi2g59340	none
GRMZM2G134176	Sb03g044480	Si002998m.g	LOC_Os01g70140	Bradi2g59350	none
GRMZM2G134178	Sb03g009300	Si001419m.g	none	Bradi2g03807	none
GRMZM2G134182	none	Si004354m.g	none	none	none
GRMZM2G134183	Sb03g027990	Si000412m.g	none	Bradi2g43660	none
GRMZM2G134192	Sb03g009340	Si004653m.g	none	none	none
error	GRMZM2G134194
error	GRMZM2G134205
GRMZM2G134214	Sb10g000260	Si005788m.g	LOC_Os06g01170	Bradi1g52407	none
GRMZM2G134219	Sb01g001960	Si037965m.g	LOC_Os03g62210	Bradi1g02430	none
GRMZM2G134227	Sb01g004030	Si035555m.g	LOC_Os03g59470	Bradi1g04520	none
GRMZM2G134230	Sb09g018480	Si023179m.g	LOC_Os05g30860	Bradi2g27360	none
GRMZM2G134234	Sb03g027730	Si002270m.g	LOC_Os01g42700	Bradi2g43350	none
GRMZM2G134235	Sb06g015250	Si010367m.g	LOC_Os04g33260	Bradi5g08950	none
GRMZM2G134244	none	none	none	none	none
GRMZM2G134248	none	none	none	none	none
GRMZM2G134251	Sb01g042640	Si034794m.g	LOC_Os03g11980	Bradi1g69660	none
GRMZM2G134256	Sb03g044500	Si001538m.g	LOC_Os01g70170	Bradi2g59370	none
GRMZM2G134260	Sb10g002750	Si007019m.g	LOC_Os06g04870	Bradi1g51257	none
GRMZM2G134264	none	none	none	none	none
GRMZM2G134270	Sb01g001905	Si035181m.g	LOC_Os03g62260	Bradi1g02380	none
GRMZM2G134277	none	none	none	none	none
GRMZM2G134279	Sb01g037110	Si035722m.g	LOC_Os03g20090	Bradi1g64140	none
GRMZM2G134284	Sb02g044000	Si028720m.g	LOC_Os07g49320	Bradi1g16570	none
GRMZM2G134295	Sb02g043990	Si031162m.g	none	none	none
GRMZM2G134306	Sb10g024040	Si006616m.g	LOC_Os06g40960	Bradi1g36067	none
GRMZM2G134308	Sb03g044510	Si001579m.g	LOC_Os01g70180	Bradi2g59380	none
GRMZM2G134313	Sb05g020900	Si026426m.g	LOC_Os11g34320	Bradi4g16810	none
GRMZM2G134325	none	none	none	none	none
GRMZM2G134329	Sb01g031480	Si035404m.g	none	none	none
GRMZM2G134332	Sb02g028250	Si029856m.g	LOC_Os09g31210	Bradi4g33610	none
GRMZM2G134334	Sb02g028240	Si032973m.g	LOC_Os09g31200	none	none
GRMZM2G134340	none	none	none	none	none
GRMZM2G134341	Sb02g043950	Si029627m.g	LOC_Os07g49280	Bradi1g16610	none
GRMZM2G134351	Sb02g026350	Si029808m.g	LOC_Os09g27940	Bradi4g31870	none
GRMZM2G134367	Sb01g043260	Si035926m.g	LOC_Os03g11220	Bradi1g70430	none
GRMZM2G134382	Sb10g013720	Si006515m.g	LOC_Os06g30130	Bradi1g42467	receptor-like serine/threonine protein kinase
GRMZM2G134385	Sb03g005100	none	none	none	none
GRMZM2G134389	Sb10g006850	Si007272m.g	LOC_Os06g10650	Bradi1g46220	none
GRMZM2G134393	Sb04g005900	none	none	none	none
GRMZM2G134396	Sb02g043940	Si028940m.g	LOC_Os07g49270	Bradi1g16620	none
GRMZM2G134398	Sb01g012890	Si040750m.g	LOC_Os03g45400	Bradi1g13226	none
GRMZM2G134402	Sb04g008490	Si018489m.g	LOC_Os02g14000	none	none
GRMZM2G134415	none	none	none	none	none
GRMZM2G134419	Sb04g005900	none	none	none	none
GRMZM2G134424	Sb01g037990	Si035877m.g	LOC_Os03g18830	Bradi1g64940	none
GRMZM2G134426	Sb01g031570	Si034795m.g	none	none	none
GRMZM2G134430	Sb02g026370	Si031452m.g	LOC_Os09g27960	Bradi4g31900	none
GRMZM2G134432	Sb06g016410	none	LOC_Os04g34270	Bradi5g09900	none
GRMZM2G134439	Sb04g005900	none	none	none	none
GRMZM2G134450	Sb01g012910	Si039744m.g	LOC_Os03g45370	Bradi1g13240	none
GRMZM2G134454	none	none	none	none	none
GRMZM2G134468	none	none	none	none	none
GRMZM2G134471	Sb01g037980	Si034677m.g	LOC_Os03g18840	Bradi1g64927	none
GRMZM2G134476	Sb01g037890	Si040506m.g	LOC_Os03g18870	Bradi1g64850	none
GRMZM2G134480	Sb02g043880	Si028779m.g	LOC_Os07g49230	Bradi1g16680	none
GRMZM2G134484	none	none	none	none	none
GRMZM2G134496	Sb02g023370	Si033322m.g	LOC_Os09g20510	Bradi4g29120	none
GRMZM2G134497	Sb02g026380	Si033016m.g	LOC_Os09g27980	Bradi4g31910	none
GRMZM2G134502	Sb02g026390	Si030553m.g	LOC_Os09g27990	Bradi4g31920	none
GRMZM2G134508	none	Si029686m.g	LOC_Os09g28019	Bradi4g31937	none
GRMZM2G134517	none	none	none	none	none
GRMZM2G134523	Sb06g024210	Si029826m.g	LOC_Os04g46050	Bradi5g17390	none
GRMZM2G134528	Sb04g005190	Si020118m.g	none	Bradi3g05730	none
GRMZM2G134539	Sb06g019230	Si010131m.g	LOC_Os04g39040	Bradi5g12640	none
GRMZM2G134545	Sb02g034320	Si033460m.g	LOC_Os07g32510	Bradi1g26570	none
GRMZM2G134550	Sb02g004940	none	none	none	none
GRMZM2G134552	Sb04g034665	Si019733m.g	LOC_Os02g53360	none	none
GRMZM2G134559	Sb05g025940	Si027797m.g	none	none	none
GRMZM2G134563	Sb04g022570	Si019946m.g	LOC_Os02g34830	Bradi3g45710	none
GRMZM2G134582	Sb04g007760	Si017342m.g	LOC_Os02g12800	Bradi3g08250	none
GRMZM2G134597	none	Si039162m.g	none	none	none
GRMZM2G134604	none	none	none	none	none
GRMZM2G134613	Sb07g005440	Si014671m.g	LOC_Os08g09240	Bradi3g14980	none
GRMZM2G134625	Sb07g014990	Si013460m.g	none	none	none
GRMZM2G134628	Sb03g026070	Si001263m.g	LOC_Os01g40094	Bradi2g41950	serine/threonine specific protein phosphatase
GRMZM2G134629	none	none	none	none	none
GRMZM2G134634	Sb04g007730	Si019278m.g	LOC_Os02g12780	Bradi3g08230	cytokinin dehydrogenase
GRMZM2G134655	none	none	none	none	none
error	GRMZM2G134660
GRMZM2G134668	Sb06g015020	Si009794m.g	LOC_Os04g32950	none	? calnexin
GRMZM2G134671	Sb01g035400	Si034611m.g	LOC_Os03g22770	Bradi1g62420	none
GRMZM2G134687	Sb09g020590	Si022103m.g	LOC_Os05g34600	Bradi2g25150	none
error	GRMZM2G134694
GRMZM2G134703	Sb06g026000	Si009889m.g	LOC_Os04g48460	Bradi5g18920	none
GRMZM2G134708	Sb07g024320	Si013773m.g	LOC_Os08g44340	Bradi3g42760	none
GRMZM2G134711	Sb02g033760	Si031290m.g	LOC_Os07g31720	Bradi1g26850	none
GRMZM2G134716	Sb02g033755	none	none	none	none
GRMZM2G134717	Sb03g030750	Si002301m.g	LOC_Os01g48130	Bradi2g46197	none
GRMZM2G134731	Sb01g028330	Si037529m.g	LOC_Os10g42280	Bradi3g34070	none
GRMZM2G134735	Sb07g022920	Si015349m.g	LOC_Os08g36740	Bradi3g38250	none
GRMZM2G134738	Sb03g027710	Si005404m.g	LOC_Os01g42650	Bradi2g43320	none
GRMZM2G134747	Sb01g019580	Si038168m.g	LOC_Os10g33270	Bradi3g28470	none
GRMZM2G134749	Sb10g000870	Si005901m.g	LOC_Os06g01980	Bradi1g51940	none
GRMZM2G134752	Sb04g033700	Si020051m.g	LOC_Os02g42820	Bradi3g49950	none
GRMZM2G134753	Sb09g022765	Si021089m.g	LOC_Os05g38730	Bradi2g23017	none
GRMZM2G134756	Sb07g003350	Si013913m.g	LOC_Os08g05490	Bradi3g17200	none
GRMZM2G134759	Sb10g029490	Si007579m.g	LOC_Os06g49490	Bradi1g34760	none
GRMZM2G134761	Sb02g026320	Si030567m.g	LOC_Os09g27860	Bradi4g31850	none
GRMZM2G134770	Sb07g027240	Si014197m.g	LOC_Os08g41010	Bradi3g40350	none
GRMZM2G134797	Sb02g033710	Si032142m.g	LOC_Os07g30970	Bradi1g27120	nucleotide diphosphate kinase i
GRMZM2G134806	Sb04g000240	Si020621m.g	none	none	none
GRMZM2G134844	Sb01g028310	Si035158m.g	LOC_Os10g42320	Bradi3g34097	none
GRMZM2G134846	Sb09g025440	Si021766m.g	LOC_Os05g43860	none	none
GRMZM2G134857	Sb07g027640	Si014558m.g	LOC_Os08g40060	Bradi3g40100	none
GRMZM2G134862	Sb01g020820	Si039750m.g	LOC_Os10g30640	Bradi3g27660	none
GRMZM2G134863	Sb10g025450	none	LOC_Os06g43870	Bradi1g30750	none
GRMZM2G134866	Sb02g026310	Si033648m.g	LOC_Os09g27850	Bradi4g31840	none
GRMZM2G134878	Sb10g025410	none	LOC_Os06g43810	Bradi1g30710	none
GRMZM2G134886	Sb01g030220	Si039791m.g	none	none	none
GRMZM2G134888	none	Si008506m.g	none	none	none
GRMZM2G134889	Sb04g000230	Si016761m.g	none	none	protein disulfide isomerase
GRMZM2G134903	Sb01g022250	Si034698m.g	LOC_Os10g26730	Bradi3g24740	? utp-- glucose-1-phosphate uridyltransferase
GRMZM2G134917	Sb01g005860	Si035864m.g	LOC_Os03g57340	Bradi1g06340	chaperone dna j
GRMZM2G134930	Sb10g029500	Si008533m.g	LOC_Os06g49500	Bradi1g34770	none
GRMZM2G134941	Sb03g009910	Si003435m.g	LOC_Os01g15340	Bradi2g09310	none
GRMZM2G134947	Sb01g020830	none	none	none	peroxidase
GRMZM2G134951	Sb06g021410	Si010965m.g	none	Bradi5g14560	none
GRMZM2G134955	Sb02g008640	none	LOC_Os07g15880	Bradi1g53070	prohibitin
GRMZM2G134957	Sb01g013330	Si038600m.g	LOC_Os03g44650	Bradi1g13610	none
GRMZM2G134976	Sb01g013200	Si035292m.g	LOC_Os03g44800	Bradi1g13510	none
GRMZM2G134980	Sb01g013390	Si035859m.g	LOC_Os03g44620	Bradi1g13640	none
GRMZM2G134982	Sb01g013210	Si034041m.g	LOC_Os03g44780	Bradi1g13520	none
GRMZM2G134985	none	Si034003m.g	LOC_Os10g06610	none	none
